fid, gccsa_name_2016, state_code_2016, state_name_2016, sa4_code_2016, age_grp, sa4_name_2016, pop, gccsa_code_2016, pop_distribution
5,Rest of NSW,1,New South Wales,101,55 to 64,Capital Region,32000,1RNSW,17
11,Greater Sydney,1,New South Wales,102,55 to 64,Central Coast,44500,1GSYD,15.9
17,Rest of NSW,1,New South Wales,103,55 to 64,Central West,27100,1RNSW,15.9
23,Rest of NSW,1,New South Wales,104,55 to 64,Coffs Harbour - Grafton,19700,1RNSW,16.9
29,Rest of NSW,1,New South Wales,105,55 to 64,Far West and Orana,16100,1RNSW,17.5
35,Rest of NSW,1,New South Wales,106,55 to 64,Hunter Valley exc Newcastle,33100,1RNSW,14.8
41,Rest of NSW,1,New South Wales,107,55 to 64,Illawarra,42700,1RNSW,16.5
47,Rest of NSW,1,New South Wales,108,55 to 64,Mid North Coast,34400,1RNSW,18.4
53,Rest of NSW,1,New South Wales,109,55 to 64,Murray,14700,1RNSW,15
59,Rest of NSW,1,New South Wales,110,55 to 64,New England and North West,32900,1RNSW,22
65,Rest of NSW,1,New South Wales,111,55 to 64,Newcastle and Lake Macquarie,47600,1RNSW,15.3
71,Rest of NSW,1,New South Wales,112,55 to 64,Richmond - Tweed,35100,1RNSW,16.8
77,Rest of NSW,1,New South Wales,113,55 to 64,Riverina,24800,1RNSW,19.3
83,Rest of NSW,1,New South Wales,114,55 to 64,Southern Highlands and Shoalhaven,18500,1RNSW,14.3
89,Greater Sydney,1,New South Wales,115,55 to 64,Sydney - Baulkham Hills and Hawkesbury,30600,1GSYD,15
95,Greater Sydney,1,New South Wales,116,55 to 64,Sydney - Blacktown,34000,1GSYD,11.5
101,Greater Sydney,1,New South Wales,117,55 to 64,Sydney - City and Inner South,34500,1GSYD,10.2
107,Greater Sydney,1,New South Wales,118,55 to 64,Sydney - Eastern Suburbs,25600,1GSYD,10.2
113,Greater Sydney,1,New South Wales,119,55 to 64,Sydney - Inner South West,63000,1GSYD,12.2
119,Greater Sydney,1,New South Wales,120,55 to 64,Sydney - Inner West,40500,1GSYD,14.6
125,Greater Sydney,1,New South Wales,121,55 to 64,Sydney - North Sydney and Hornsby,54500,1GSYD,15
131,Greater Sydney,1,New South Wales,122,55 to 64,Sydney - Northern Beaches,35900,1GSYD,16.1
137,Greater Sydney,1,New South Wales,123,55 to 64,Sydney - Outer South West,30700,1GSYD,13.4
143,Greater Sydney,1,New South Wales,124,55 to 64,Sydney - Outer West and Blue Mountains,39600,1GSYD,15.1
149,Greater Sydney,1,New South Wales,125,55 to 64,Sydney - Parramatta,45300,1GSYD,11
155,Greater Sydney,1,New South Wales,126,55 to 64,Sydney - Ryde,19800,1GSYD,11.4
161,Greater Sydney,1,New South Wales,127,55 to 64,Sydney - South West,48000,1GSYD,13.2
167,Greater Sydney,1,New South Wales,128,55 to 64,Sydney - Sutherland,27900,1GSYD,14.9
173,Rest of Vic.,2,Victoria,201,55 to 64,Ballarat,18200,2RVIC,13.2
179,Rest of Vic.,2,Victoria,202,55 to 64,Bendigo,20100,2RVIC,15
185,Rest of Vic.,2,Victoria,203,55 to 64,Geelong,36100,2RVIC,14
191,Rest of Vic.,2,Victoria,204,55 to 64,Hume,27700,2RVIC,19
197,Rest of Vic.,2,Victoria,205,55 to 64,Latrobe - Gippsland,48200,2RVIC,20.3
203,Greater Melbourne,2,Victoria,206,55 to 64,Melbourne - Inner,60800,2GMEL,9.5
209,Greater Melbourne,2,Victoria,207,55 to 64,Melbourne - Inner East,44500,2GMEL,13.2
215,Greater Melbourne,2,Victoria,208,55 to 64,Melbourne - Inner South,60200,2GMEL,16.2
221,Greater Melbourne,2,Victoria,209,55 to 64,Melbourne - North East,60600,2GMEL,13.3
227,Greater Melbourne,2,Victoria,210,55 to 64,Melbourne - North West,45900,2GMEL,13.5
233,Greater Melbourne,2,Victoria,211,55 to 64,Melbourne - Outer East,67100,2GMEL,15.3
239,Greater Melbourne,2,Victoria,212,55 to 64,Melbourne - South East,83400,2GMEL,11.8
245,Greater Melbourne,2,Victoria,213,55 to 64,Melbourne - West,75300,2GMEL,11.1
251,Greater Melbourne,2,Victoria,214,55 to 64,Mornington Peninsula,40100,2GMEL,15.8
257,Rest of Vic.,2,Victoria,215,55 to 64,North West,21100,2RVIC,17
263,Rest of Vic.,2,Victoria,216,55 to 64,Shepparton,20700,2RVIC,19
269,Rest of Vic.,2,Victoria,217,55 to 64,Warrnambool and South West,17900,2RVIC,17.4
275,Greater Brisbane,3,Queensland,301,55 to 64,Brisbane - East,34500,3GBRI,17.6
281,Greater Brisbane,3,Queensland,302,55 to 64,Brisbane - North,25000,3GBRI,13.4
287,Greater Brisbane,3,Queensland,303,55 to 64,Brisbane - South,32600,3GBRI,10.4
293,Greater Brisbane,3,Queensland,304,55 to 64,Brisbane - West,18200,3GBRI,11.6
299,Rest of Qld,3,Queensland,306,55 to 64,Cairns,34900,3RQLD,17
305,Rest of Qld,3,Queensland,307,55 to 64,Darling Downs - Maranoa,16500,3RQLD,16.2
311,Rest of Qld,3,Queensland,308,55 to 64,Central Queensland,29500,3RQLD,16.6
317,Rest of Qld,3,Queensland,309,55 to 64,Gold Coast,73600,3RQLD,13.8
323,Greater Brisbane,3,Queensland,310,55 to 64,Ipswich,36800,3GBRI,12.9
329,Greater Brisbane,3,Queensland,311,55 to 64,Logan - Beaudesert,36600,3GBRI,13.3
335,Rest of Qld,3,Queensland,312,55 to 64,Mackay - Isaac - Whitsunday,19900,3RQLD,14.5
341,Greater Brisbane,3,Queensland,313,55 to 64,Moreton Bay - North,36400,3GBRI,17.2
347,Greater Brisbane,3,Queensland,314,55 to 64,Moreton Bay - South,22700,3GBRI,13.2
353,Rest of Qld,3,Queensland,315,55 to 64,Queensland - Outback,9700,3RQLD,15.4
359,Rest of Qld,3,Queensland,316,55 to 64,Sunshine Coast,55800,3RQLD,17.2
365,Rest of Qld,3,Queensland,317,55 to 64,Toowoomba,16800,3RQLD,13.1
371,Rest of Qld,3,Queensland,318,55 to 64,Townsville,28500,3RQLD,15.4
377,Rest of Qld,3,Queensland,319,55 to 64,Wide Bay,46000,3RQLD,18.4
383,Greater Adelaide,4,South Australia,401,55 to 64,Adelaide - Central and Hills,34700,4GADE,13.4
389,Greater Adelaide,4,South Australia,402,55 to 64,Adelaide - North,49500,4GADE,13.9
395,Greater Adelaide,4,South Australia,403,55 to 64,Adelaide - South,48900,4GADE,15.8
401,Greater Adelaide,4,South Australia,404,55 to 64,Adelaide - West,32500,4GADE,15.9
407,Rest of SA,4,South Australia,405,55 to 64,Barossa - Yorke - Mid North,20900,4RSAU,21.9
413,Rest of SA,4,South Australia,406,55 to 64,South Australia - Outback,11400,4RSAU,16.8
419,Rest of SA,4,South Australia,407,55 to 64,South Australia - South East,25000,4RSAU,15.4
425,Rest of WA,5,Western Australia,501,55 to 64,Bunbury,20400,5RWAU,13.7
431,Greater Perth,5,Western Australia,502,55 to 64,Mandurah,12000,5GPER,13.9
437,Greater Perth,5,Western Australia,503,55 to 64,Perth - Inner,18800,5GPER,12
443,Greater Perth,5,Western Australia,504,55 to 64,Perth - North East,31400,5GPER,14.2
449,Greater Perth,5,Western Australia,505,55 to 64,Perth - North West,67900,5GPER,14.6
455,Greater Perth,5,Western Australia,506,55 to 64,Perth - South East,53000,5GPER,12.4
461,Greater Perth,5,Western Australia,507,55 to 64,Perth - South West,53800,5GPER,15.2
467,Rest of WA,5,Western Australia,509,55 to 64,Western Australia - Wheat Belt,24800,5RWAU,22.1
473,Greater Hobart,6,Tasmania,601,55 to 64,Hobart,30500,6GHOB,15.5
479,Rest of Tas.,6,Tasmania,602,55 to 64,Launceston and North East,21300,6RTAS,17.4
485,Rest of Tas.,6,Tasmania,603,55 to 64,South East,6500,6RTAS,19.4
491,Rest of Tas.,6,Tasmania,604,55 to 64,West and North West,16300,6RTAS,17.4
497,Greater Darwin,7,Northern Territory,701,55 to 64,Darwin,15100,7GDAR,13.3
503,Rest of NT,7,Northern Territory,702,55 to 64,Northern Territory - Outback,10500,7RNTE,13.9
